question_id,question,ground_truth_query,generated_query,success,total_iterations,first_attempt_valid,bleu,rouge_l_f1,jaro_winkler,jaccard_cypher,pass_at_1,jaccard_output,llmetric_q,reasoning_level,sublevel,complexity,errors_encountered
11,Berapakah SKS minimum dan maksimum untuk mata kuliah dengan klasifikasi 'Sains Dasar'?,"MATCH (n:MK) WHERE n.klasifikasi = 'Sains Dasar' RETURN MIN(n.sks), MAX(n.sks)","MATCH (m:MK) WHERE m.klasifikasi = 'Sains Dasar' RETURN min(m.sks) AS min_sks, max(m.sks) AS max_sks",True,1,True,0.32795813790517186,0.6111,0.8661665590956209,0.6875,True,1.0,100.0,Fakta Eksplisit,Nodes,Medium,
12,Apa saja 'jalur' peminatan mata kuliah yang terdapat pada kurikulum?,MATCH (n:MK) WHERE n.jalur IS NOT NULL RETURN DISTINCT n.jalur,MATCH (m:MK) RETURN DISTINCT m.jalur,True,1,True,2.984428797065476e-78,0.5,0.8447619047619048,0.45454545454545453,False,0.8,62.72380952380952,Fakta Eksplisit,Nodes,Medium,
13,Tolong daftarkan mata kuliah di tiap semester dan diurutkan per semester.,"MATCH (n:MK) WITH n.semester AS semester, COLLECT(n.nama) AS daftarMataKuliah RETURN semester, daftarMataKuliah ORDER BY semester",MATCH (m:MK) RETURN m ORDER BY m.semester ASC,True,1,True,1.747716428142968e-78,0.4138,0.5954135388683857,0.42857142857142855,False,0.004301075268817204,45.13208919971827,Fakta Eksplisit,Nodes,Hard,
14,Kelompokkan semua nama mata kuliah berdasarkan tipenya.,"MATCH (n:MK) WITH n.tipe AS tipeMK, COLLECT(n.nama) AS daftarMatkul RETURN tipeMK, daftarMatkul","MATCH (m:MK) RETURN m.tipe AS tipe, collect(m.nama) AS nama_mata_kuliah",True,2,False,0.19873241117714635,0.4516,0.8828475089717243,0.5384615384615384,True,1.0,100.0,Fakta Eksplisit,Nodes,Hard,syntax_error
15,"Untuk mata kuliah 'Aljabar Linear' dan 'Statistika', kumpulkan semua deskripsi topik dari kedua mata kuliah tersebut.","UNWIND ['Aljabar Linear', 'Statistika'] AS namaMK MATCH (t:topic {MK: namaMK}) RETURN namaMK, COLLECT(t.deskripsi) AS daftarTopik","<think> Okay, let's tackle this problem. The user wants to collect all topic descriptions for the courses 'Aljabar Linear' and 'Statistika'. First, I need to check the schema. The relevant relationships here are PURSUED_IN between topic and MK. From the schema, it's (:topic)-[:PURSUED_IN]->(:MK). So the direction is from topic to MK. In the previous query, the user might have had the relationship direction reversed, which caused a syntax error. The correct direction is (t:topic)-[:PURSUED_IN]->(m:MK). Next, the WHERE clause should filter MK nodes where m.nama is either 'Aljabar Linear' or 'Statistika'. Using IN with a list of strings here makes sense. The RETURN statement needs to collect the descriptions. Since the user wants all descriptions, using COLLECT(t.deskripsi) would aggregate them into a list. But wait, the user might want each description as a separate row. However, the original instruction says ""kumpulkan"", which translates to ""collect"", so using COLLECT is appropriate here. Wait, but in the example provided in the feedback, they return individual rows. Hmm, maybe the user wants each topic's description as a separate entry. But the instruction says ""kumpulkan semua deskripsi topik"", which implies collecting them into a list. However, in Cypher, if you use COLLECT, it would group them into a list. But if you just return t.deskripsi, each row will be a separate description. The user might have intended to return all descriptions as a list. Let me check the example again. The user's example shows returning individual rows, but the instruction says ""kumpulkan"", which is to collect. So maybe the correct approach is to use COLLECT. However, the error in the previous query might have been due to incorrect syntax in the COLLECT usage. Let me structure the query properly. Putting it all together: MATCH (t:topic)-[:PURSUED_IN]->(m:MK) WHERE m.nama IN ['Aljabar Linear', 'Statistika'] RETURN COLLECT(t.deskripsi) AS descriptions. Wait, but if there are multiple topics per course, COLLECT would aggregate all into a single list. Alternatively, if each course has multiple topics, and the user wants all descriptions from both courses, then returning each t.deskripsi as a separate row would list all of them. But the",False,3,False,0.030137660410703423,0.0663,0.5213253639810597,0.07142857142857142,False,0.0,2.938126819905299,Fakta Eksplisit,Nodes,Hard,syntax_error
16,"Hitung jumlah total mata kuliah, dan berikan juga jumlah mata kuliah yang memiliki klasifikasi 'Sains Dasar'.","MATCH (n:MK) WITH n, CASE WHEN n.klasifikasi = 'Sains Dasar' THEN 1 ELSE 0 END AS isSainsDasar RETURN count(n) AS total, sum(isSainsDasar) AS totalSainsDasar","MATCH (m:MK) RETURN COUNT(m) AS total, SUM(CASE WHEN m.klasifikasi = 'Sains Dasar' THEN 1 ELSE 0 END) AS sainsDasar",True,1,True,0.3819779457830627,0.5306,0.8376409331945684,0.68,True,1.0,100.0,Fakta Eksplisit,Nodes,Hard,
17,Sebutkan topik dan deskripsinya yang dibahas dalam mata kuliah 'Aljabar Linear',"MATCH (t:topic)-[:PURSUED_IN]->(m:MK {nama: 'Aljabar Linear'}) RETURN t.nama, t.deskripsi","MATCH (t:topic)-[:PURSUED_IN]->(m:MK) WHERE m.nama = ""Aljabar Linear"" RETURN t.nama, t.deskripsi",True,1,True,0.6989029944247108,0.9375,0.9369133420832296,0.6,True,1.0,100.0,Fakta Implisit,One-hop,Easy,
18,Apakah Capaian Pembelajaran (LO) yang diharapkan dari mata kuliah 'Pemrograman Dasar'?,MATCH (l:LO)-[:PURSUED_IN]->(m:MK {nama: 'Pemrograman Dasar'}) RETURN l.deskripsi,MATCH (lo:LO)-[:PURSUED_IN]->(mk:MK) WHERE mk.nama = 'Pemrograman Dasar' RETURN lo,True,1,True,0.42333392640836565,0.6667,0.911091783335637,0.5333333333333333,False,0.3333333333333333,54.55562558334485,Fakta Implisit,One-hop,Easy,
19,Apakah Tujuan Pembelajaran (LG) dari mata kuliah 'Aljabar Linear'?,MATCH (l:LG)-[:PURSUED_IN]->(m:MK {nama: 'Aljabar Linear'}) RETURN l.deskripsi,MATCH (lg:LG)-[:PURSUED_IN]->(mk:MK) WHERE mk.nama = 'Aljabar Linear' RETURN lg,True,1,True,0.42333392640836565,0.6667,0.9128164056320203,0.5333333333333333,False,0.3333333333333333,54.564248694826766,Fakta Implisit,One-hop,Easy,
20,Mata kuliah apa yang mencakup topik dengan deskripsi 'Determinan'?,MATCH (t:topic {deskripsi: 'Determinan'})-[:PURSUED_IN]->(m:MK) RETURN m.nama,MATCH (t:topic)-[:PURSUED_IN]->(m:MK) WHERE t.deskripsi = 'Determinan' RETURN m,True,1,True,0.6130874895475292,0.72,0.8970117089462913,0.75,False,0.16666666666666666,51.418391878064796,Fakta Implisit,One-hop,Easy,
21,Mata kuliah apa yang menjadi prasyarat untuk mengambil 'Kecerdasan Buatan'?,MATCH (p:MK)-[:PREREQUISITE]->(t:MK {nama: 'Kecerdasan Buatan'}) RETURN p.nama,"MATCH (prereq:MK)-[:PREREQUISITE]->(mk:MK {nama: ""Kecerdasan Buatan""}) RETURN prereq",True,1,True,0.536197065805741,0.6957,0.8774907715895347,0.38461538461538464,False,0.15384615384615385,50.94287693487075,Fakta Implisit,One-hop,Easy,
22,Mata kuliah apa yang dapat diparalelkan dengan 'Fisika Mekanika Klasik'?,MATCH (m1:MK {nama: 'Fisika Mekanika Klasik'})-[:CAN_PARALLELIZED]->(m2:MK) RETURN m2.nama,"<think> Okay, let's tackle this problem. The user wants to find courses that can be parallelized with 'Fisika Mekanika Klasik'. The previous query had a syntax error. Let me look at the error message again. It says ""Invalid input '<' at line 1, column 9"". Hmm, maybe there's a typo or a missing quote. First, I need to match the MK node with the name 'Fisika Mekanika Klasik'. The correct relationship here is CAN_PARALLELIZED. The schema shows that CAN_PARALLELIZED connects MK nodes. So the query should start with MATCH (mk1:MK {nama: ""Fisika Mekanika Klasik""})-[:CAN_PARALLELIZED]-(mk2:MK). Wait, the error might be due to using single quotes instead of double quotes for the string. In Cypher, strings must be in double quotes. The previous query might have used single quotes, causing the syntax error. Let me check the example in the schema. All the properties use double quotes, like {kode: STRING}. So I need to make sure the nama value is in double quotes. Also, the direction of the relationship. CAN_PARALLELIZED is bidirectional, so using -[:CAN_PARALLELIZED]- is correct. The previous query might have used a directional arrow, like -> or <-, which could cause issues if the relationship is undirected. Another thing: the RETURN clause. The user needs to return the connected MK nodes. So after matching, the query should end with RETURN mk2. Putting it all together: MATCH (mk1:MK {nama: ""Fisika Mekanika Klasik""})-[:CAN_PARALLELIZED]-(mk2:MK) RETURN mk2. Wait, but maybe the user wants to exclude the same course. So adding a WHERE mk1.kode <> mk2.kode to avoid returning the same course. However, the original question doesn't specify excluding it, but logically, a course can't be parallelized with itself. Including that condition is safer. So the corrected query would be: MATCH (mk1:MK {nama: ""Fisika Mekanika Klasik""})-[:CAN_PARALLELIZED]-(mk2:MK) WHERE mk1.kode <> mk2.kode RETURN mk2. But the error in the previous query was a syntax error, so maybe the user missed the WHERE clause",False,3,False,0.030142564919796742,0.0625,0.5200921304393852,0.05194805194805195,False,0.0,2.912960652196926,Fakta Implisit,One-hop,Easy,syntax_error
23,Berapakah jumlah topik yang ada pada mata kuliah 'Aljabar Linear'?,MATCH (t:topic)-[:PURSUED_IN]->(m:MK {nama: 'Aljabar Linear'}) RETURN count(t),MATCH (t:topic)-[:PURSUED_IN]->(m:MK {nama: 'Aljabar Linear'}) RETURN COUNT(t),True,1,True,0.9025139799587886,1.0,1,1.0,True,1.0,100.0,Fakta Implisit,One-hop,Medium,
24,Sebutkan kode Capaian Lulusan (SO) unik yang dikejar (pursued) pada mata kuliah semester 1.,MATCH (s:SO)-[:PURSUED_IN]->(m:MK) WHERE m.semester = 1 RETURN DISTINCT s.kode,MATCH (so:SO)-[:PURSUED_IN]->(mk:MK) WHERE mk.semester = 1 RETURN DISTINCT so.kode,True,1,True,0.6148406922119201,0.7333,0.9549658058589364,0.7333333333333333,True,1.0,100.0,Fakta Implisit,One-hop,Medium,
25,"Tampilkan mata kuliah beserta jumlah topiknya, diurutkan secara menurun berdasarkan jumlah topik.","MATCH (t:topic)-[:PURSUED_IN]->(m:MK) RETURN m.nama, count(t) AS jumlahTopik ORDER BY jumlahTopik DESC","<think> Okay, let's see. The user wants to display courses along with the number of topics they have, sorted in descending order by the number of topics. The previous query had a syntax error. The error message mentioned an invalid input '<' at line 1, column 9. Hmm, maybe the direction of the relationship was wrong. Let me check the schema again. The relationship is PURSUED_IN from topic to MK. So the correct direction should be (t:topic)-[:PURSUED_IN]->(m:MK). The previous query used (m:MK)<-[:PURSUED_IN]-(t:topic), which is technically correct because relationships can be matched in either direction. But maybe the issue is with the syntax. Wait, the error points to the '<' character. Oh, maybe the user used a less-than sign instead of a hyphen for the relationship direction? No, the user wrote <- correctly. Wait, maybe there's a missing space or a typo. Let me look at the original query again. The original query was: MATCH (m:MK)<-[:PURSUED_IN]-(t:topic) RETURN m.kode, m.nama, COUNT(t) AS jumlah_topik ORDER BY jumlah_topik DESC Wait, the error is at column 9. Let me count the characters. The first part is MATCH (m:MK). Then comes <-[:PURSUED_IN]-... The hyphen after (m:MK) is correct. Maybe the problem is that the user didn't use a WITH clause before ORDER BY? Because in Cypher, you can't have ORDER BY directly after RETURN. Oh right! The ORDER BY should come after RETURN. Wait, no, the correct syntax is RETURN ... ORDER BY. Wait, no, the correct order is MATCH ... RETURN ... ORDER BY. Wait, no, the correct order is MATCH ... RETURN ... ORDER BY. Wait, no, the correct syntax is MATCH ... RETURN ... ORDER BY. Wait, no, the correct order is MATCH ... RETURN ... ORDER BY. Wait, no, the correct order is MATCH ... RETURN ... ORDER BY. Wait, no, the correct syntax is MATCH ... RETURN ... ORDER BY. Wait, no, the correct order is MATCH ... RETURN ... ORDER BY. Wait, no, the correct syntax is MATCH ... RETURN ... ORDER BY. Wait, no, the correct order is MATCH ... RETURN ... ORDER BY. Wait, no, the correct syntax is MATCH ... RETURN ... ORDER BY.",False,3,False,0.0409503899103824,0.0789,0.5330467419718444,0.104,False,0.0,3.059733709859222,Fakta Implisit,One-hop,Medium,syntax_error
26,Identifikasi 3 mata kuliah teratas yang memiliki jumlah topik terbanyak.,"MATCH (t:topic)-[:PURSUED_IN]->(m:MK) RETURN m.nama, count(t) AS jumlahTopik ORDER BY jumlahTopik DESC LIMIT 3","MATCH (t:topic)-[:PURSUED_IN]->(m:MK) WITH m.kode AS kode, m.nama AS nama, COUNT(t) AS jumlah_topik ORDER BY jumlah_topik DESC LIMIT 3 RETURN kode, nama, jumlah_topik",True,1,True,0.46634710000940727,0.6415,0.8800437952632609,0.7894736842105263,False,0.6666666666666666,60.941052309649635,Fakta Implisit,One-hop,Medium,
27,Berapa mata kuliah prasyarat untuk mengambil mata kuliah Proyek Senior Teknologi Informasi?,MATCH (p:MK)-[:PREREQUISITE]->(t:MK {nama: 'Proyek Senior Teknologi Informasi'}) RETURN COUNT(p),"MATCH (mk:MK {nama: ""Proyek Senior Teknologi Informasi""})<-[:PREREQUISITE]-(prereq:MK) RETURN COUNT(prereq) AS jumlah_prasyarat",True,1,True,0.33990330592058093,0.6452,0.8588757713757714,0.4444444444444444,True,1.0,100.0,Fakta Implisit,One-hop,Medium,
28,Mata kuliah manakah yang paling banyak menjadi prasyarat bagi mata kuliah lainnya?,"MATCH (p:MK)-[:PREREQUISITE]->(t:MK) RETURN p.nama, count(t) AS jumlahMatkul ORDER BY jumlahMatkul DESC LIMIT 1","<think> Okay, let's see. The user wants to find the course that is the most prerequisite for other courses. So, I need to count how many times each MK node is the source of a PREREQUISITE relationship. The previous query had a syntax error. The error message mentioned an invalid input '<' at line 1, column 9. Hmm, maybe there was a typo or incorrect use of parentheses. Let me check the correct Cypher syntax. The correct approach is to match all MK nodes that have outgoing PREREQUISITE relationships, count those relationships per node, and then order by the count in descending order. The user's initial attempt used SIZE() but that might not be the right approach. Instead, using COUNT(*) with a GROUP BY should work. So the query should be something like: MATCH (m:MK)-[:PREREQUISITE]->(other:MK) RETURN m.kode, COUNT(*) AS count ORDER BY count DESC LIMIT 1. Wait, but in the schema, the PREREQUISITE relationship is from a course to another course. So each m is a prerequisite for other courses. So counting how many times m is the source of PREREQUISITE gives the number of courses that require m as a prerequisite. That makes sense. I need to make sure that the syntax is correct. Let me check the parentheses and commas. Also, ensure that the keywords are spelled correctly. The error might have been due to a missing comma or incorrect use of parentheses. Let me structure the query properly. Another thing: the user mentioned that the previous query had an invalid input '<'. Maybe there was a misplaced '<' symbol. In Cypher, the direction of the relationship is indicated with '-', so for outgoing relationships, it's (m)-[:REL]->(other). So the correct pattern is (m:MK)-[:PREREQUISITE]->(other:MK). Putting it all together, the corrected query should match all MK nodes with outgoing PREREQUISITE relationships, group by m, count the occurrences, order by the count in descending order, and return the top one. The RETURN clause should include the MK's code and the count. Also, ensure that the keywords like MATCH, RETURN, ORDER BY, and LIMIT are correctly spelled and in the right order. So the final query would be: MATCH (m:MK)-[:PREREQUISITE]->(other:MK) RETURN m.kode AS kode, COUNT(*) AS count ORDER BY",False,3,False,0.02873271976362102,0.0597,0.528687915219046,0.06918238993710692,False,0.0,2.94193957609523,Fakta Implisit,One-hop,Medium,syntax_error
29,Sebutkan semua topik dari 'Metode Numeris' yang termasuk dalam 'LO1' atau 'LO2'.,"MATCH (t:topic)-[:PART_OF]->(l:LO {MK: 'Metode Numeris'}) WHERE l.nama IN ['LO1', 'LO2'] RETURN l.nama, t.deskripsi","MATCH (mk:MK {nama: 'Metode Numeris'})<-[:PURSUED_IN]-(t:topic)-[:PART_OF]->(lo:LO) WHERE lo.nama IN ['LO1', 'LO2'] RETURN t",True,1,True,0.5263321830271731,0.6047,0.8632982207665753,0.7368421052631579,False,0.25,52.33999110383288,Fakta Implisit,One-hop,Medium,
30,Tolong kumpulkan semua deskripsi topik yang diajarkan di mata kuliah 'Aljabar Linear'.,"MATCH (t:topic)-[:PURSUED_IN]->(m:MK {nama: 'Aljabar Linear'}) WITH m, COLLECT(t.deskripsi) AS daftarTopik RETURN m.nama, daftarTopik",MATCH (t:topic)-[:PURSUED_IN]->(m:MK {nama: 'Aljabar Linear'}) RETURN COLLECT(t.deskripsi),True,1,True,0.6572992345996989,0.7429,0.9129314159292036,0.8,False,0.5,58.27915707964602,Fakta Implisit,One-hop,Hard,
31,Tolong verifikasi: Apakah topik 'Determinan' merupakan bagian dari 'LO1' pada 'Aljabar Linear'?,"MATCH (t:topic {deskripsi: 'Determinan'})-[:PART_OF]->(l:LO {nama: 'LO1', MK: 'Aljabar Linear'}) RETURN CASE WHEN l IS NOT NULL THEN 'Ya' ELSE 'Tidak' END AS Jawaban","MATCH (t:topic {nama: ""Determinan""})-[:PART_OF]->(lo:LO {nama: ""LO1""})-[:PURSUED_IN]->(mk:MK {nama: ""Aljabar Linear""}) RETURN t, lo",False,3,False,0.3669213368347928,0.5306,0.8339041283793649,0.24242424242424243,False,0.0,6.8225206418968245,Fakta Implisit,One-hop,Hard,"syntax_error,empty_result"
32,"Untuk mata kuliah 'Kalkulus Variabel Tunggal' dan 'Matematika Diskrit', apa saja topik materi yang diajarkan?","UNWIND ['Kalkulus Variabel Tunggal', 'Matematika Diskrit'] AS namaMK MATCH (t:topic)-[:PURSUED_IN]->(m:MK {nama: namaMK}) RETURN namaMK, t.deskripsi","MATCH (t:topic)-[:PURSUED_IN]->(mk:MK) WHERE mk.nama IN [""Kalkulus Variabel Tunggal"",""Matematika Diskrit""] RETURN t.nama,t.deskripsi",True,2,False,0.4169553718210688,0.4762,0.7688990264265264,0.375,False,0.3333333333333333,52.89216179879929,Fakta Implisit,One-hop,Hard,syntax_error
33,"Untuk setiap Tujuan Pembelajaran (LG) yang ada, sebutkan semua Capaian Lulusan (SO) yang menjadi bagiannya.","MATCH (s:SO)-[:PART_OF]->(l:LG) WITH l.nama AS namaLG, COLLECT(s.kode) AS daftarSO RETURN namaLG, daftarSO","<think> Okay, let's tackle this problem. The user wants to find all Learning Outcomes (SO) that are part of each Learning Goals (LG). From the schema, there's a relationship from SO to LG called PART_OF. So the correct way is to match SO nodes that are connected to LG nodes via that relationship. The previous query had a syntax error. The error message mentioned an invalid input '<' at line 1, column 9. Looking at the previous query, maybe there was a typo or a missing keyword. The user's example query was something like MATCH (n:Label) RETURN n. So I need to structure the query correctly. The correct approach is to start with the LG nodes and find their connected SOs. Wait, no, the relationship is from SO to LG. So the direction is SO-[:PART_OF]->LG. So to get all SOs for each LG, we should match (so:SO)-[:PART_OF]->(lg:LG). Then return lg and collect the SOs. But the user wants to list all SOs for each LG. So in the return, we need to group by lg and collect the SOs. But the user's instruction says to return nodes with labels and properties. However, the example given is to return nodes, but maybe the user wants to return the LG and the list of SOs. But how to structure that in Cypher. The user's original question is in Indonesian: ""Untuk setiap Tujuan Pembelajaran (LG) yang ada, sebutkan semua Capaian Lulusan (SO) yang menjadi bagiannya."" So for each LG, list all SOs that are part of it. The correct query would be to match all SOs that are part of an LG, then group by LG and collect the SOs. In Cypher, the way to do that is to match the relationship and return the LG and collect the SOs. So the query should be: MATCH (so:SO)-[:PART_OF]->(lg:LG) RETURN lg, collect(so). But the user might want to return specific properties. However, the example in the instructions says to return nodes with labels and properties. So maybe just return the LG and the SOs as nodes. But the user's example uses RETURN n, which returns the entire node. So perhaps the correct query is to return lg and collect(so). But the error in the previous attempt might have been due to a missing",False,3,False,0.023439238279321387,0.0476,0.5376099399692866,0.05442176870748299,False,0.0,2.926049699846433,Fakta Implisit,One-hop,Hard,syntax_error
34,"Tampilkan semua mata kuliah, beserta daftar mata kuliah prasyaratnya (jika ada).","MATCH (m:MK) OPTIONAL MATCH (p:MK)-[:PREREQUISITE]->(m) WITH m.nama AS nama, COLLECT(p.nama) AS prasyarat RETURN nama, prasyarat","<think> Okay, let's see. The user wants to display all courses along with their prerequisite courses. The previous query had a syntax error. The error message mentioned an invalid input '<' at line 1, column 9. Hmm, maybe there's a typo or a missing keyword. Looking at the original query: MATCH (m:MK) OPTIONAL MATCH (m)-[:PREREQUISITE]->(prereq:MK) RETURN m.kode AS kode, m.nama AS nama, collect(prereq.nama) AS prasyarat. Wait, the error is about an invalid '<' character. Let me check the syntax again. Oh, maybe the arrow direction is wrong. In Neo4j, relationships are defined with --> or ->. Wait, the schema says the PREREQUISITE relationship is from the course to its prerequisite. So the direction should be (m)-[:PREREQUISITE]->(prereq). But the user's query uses that direction. So why the error? Wait, maybe the problem is that in the RETURN clause, collect(prereq.nama) would collect nulls for courses without prerequisites. But that's okay because collect() would just return an empty list. Hmm, but the error is a syntax error. Let me check the syntax again. The error is at line 1, column 9. Let me count the characters. The query starts with ""MATCH (m:MK) OPTIONAL MATCH (m)-[:PREREQUISITE]->(prereq:MK) RETURN m.kode AS kode, m.nama AS nama, collect(prereq.nama) AS prasyarat"". Oh, maybe the problem is that the user is using ""collect(prereq.nama)"" but in the OPTIONAL MATCH, if there's no prerequisite, prereq would be null. So collect(prereq.nama) would collect nulls, but maybe that's not the issue here. Wait, the error is a syntax error, not a runtime error. So maybe there's a missing comma or a typo in the query. Wait, looking at the error message: the invalid input '<' is at line 1, column 9. Let me check the query again. The first part is ""MATCH (m:MK) OPTIONAL MATCH (m)-[:PREREQUISITE]->(prereq:MK) RETURN ..."". The error is at column 9, which is after ""MATCH (m:MK) OPTIONAL"". Wait, maybe the user is missing a comma",False,3,False,0.05113469499631332,0.0984,0.5437057829695866,0.08943089430894309,False,0.0,3.210528914847933,Fakta Implisit,One-hop,Hard,syntax_error
35,Agregasikan semua deskripsi Capaian Pembelajaran (LO) yang berkontribusi pada kompetensi lulusan 'KP.1'.,"MATCH (l:LO)-[:PART_OF]->(s:SO {kode: 'KP.1'}) WITH s, COLLECT(l.deskripsi) AS daftarCapaian RETURN s.kode, daftarCapaian",MATCH (lo:LO)-[:PART_OF]->(:SO)-[:PART_OF]->(lg:LG {nama: 'KP.1'}) RETURN collect(lo.deskripsi) AS deskripsi_LO,True,1,True,0.404128168810639,0.4878,0.8510537001396279,0.5,False,0.0,46.69426850069814,Fakta Implisit,One-hop,Hard,
36,Hitung jumlah Capaian Pembelajaran (LO) di 'Metode Numeris' yang merupakan bagian dari SO 'KP.2'.,"MATCH (l:LO {MK: 'Metode Numeris'})-[:PART_OF]->(s:SO {kode: 'KP.2'}) WITH s, count(l) AS jumlahLO RETURN s.kode, jumlahLO",MATCH (lo:LO)-[:PART_OF]->(so:SO {kode: 'KP.2'})<-[:PART_OF]-(lo2:LO)-[:PURSUED_IN]->(mk:MK {nama: 'Metode Numeris'}) RETURN COUNT(lo2) AS jumlah_LO,True,1,True,0.3558590138236565,0.4,0.8294683937989964,0.5416666666666666,False,0.0,46.14734196899498,Fakta Implisit,One-hop,Hard,
